Candidate,Party,Criminal Cases,Education,Age,City
P. Vinay Kumar,PRAP,0,Post Graduate,51,NELLORE :BYE ELECTION ON 12-06-2012
Rapelly Srinivas,IND,0,Graduate,34,NELLORE :BYE ELECTION ON 12-06-2012
S Sujatha,Trilinga Praja Pragati Party,0,Not Given,43,NELLORE :BYE ELECTION ON 12-06-2012
V Sathyanarayana Murthy,PPOI,0,Doctorate,51,NELLORE :BYE ELECTION ON 12-06-2012
Y Ramulu,BSP,0,Graduate,53,NELLORE :BYE ELECTION ON 12-06-2012
Madhu Yaskhi Goud,INC,0,Post Graduate,50,Nizamabad
Aaris Mohammed,IND,0,10th Pass,46,Nizamabad
Bigala Ganesh,TRS,0,Graduate Professional,39,Nizamabad
D.S.R. Chaudary,LSP,0,Not Given,52,Nizamabad
Gaddam Srinivas,IND,0,Doctorate,47,Nizamabad
Jala Bapu Reddy,BJP,0,Post Graduate,59,Nizamabad
Kandem Prabhakar,IND,0,10th Pass,44,Nizamabad
P. Vinay Kumar,PRAP,0,Post Graduate,51,Nizamabad
Rapelly Srinivas,IND,0,Graduate,34,Nizamabad
S Sujatha,Trilinga Praja Pragati Party,0,Not Given,43,Nizamabad
V Sathyanarayana Murthy,PPOI,0,Doctorate,51,Nizamabad
Y Ramulu,BSP,0,Graduate,53,Nizamabad
MAGUNTA SRINIVASULU REDDY,INC,0,Graduate,55,Ongole
CHALUVADI SRINIVASARAO,PPOI,0,10th Pass,38,Ongole
MADDULURI MALAKONDAIAH YADAV,TDP,0,Graduate,47,Ongole
MANDAVA VASUDEVA,BJP,0,12th Pass,56,Ongole
NALAMALAPU LAKSHMINARASAREDDY,IND,0,Graduate,40,Ongole
PIDATHALA SAI KALPANA,PRAP,0,12th Pass,50,Ongole
SHAIK SHAJAHAN,IND,0,12th Pass,49,Ongole
Dr. G. Vivekanand,INC,0,Graduate Professional,51,Peddapalle
A. David Raju,PRAP, 1 ,10th Pass,36,Peddapalle
A.Kamalamma,IND,0,Not Given,36,Peddapalle
Ambala Mahendar,IND,0,5th Pass,38,Peddapalle
B.Mallaiah,IND,0,Not Given,32,Peddapalle
D.Ramulu,IND,0,5th Pass,51,Peddapalle
Domasa Srinivas,TRS, 2 ,12th Pass,41,Peddapalle
Gaddala Vinay Kumar,IND,0,8th Pass,51,Peddapalle
Gajjela Swamy,BSP,0,10th Pass,49,Peddapalle
Gorre Ramesh,IND,0,Graduate Professional,42,Peddapalle
K.Rajaswar,IND,0,Not Given,38,Peddapalle
Krishna Sabbali,MCPI(S),0,Not Given,39,Peddapalle
Mathangi Narsaiah,BJP,0,Post Graduate,63,Peddapalle
Nallala Kanukaiah,IND,0,10th Pass,39,Peddapalle
S.Laxmaiah,IND,0,10th Pass,41,Peddapalle
V Arun Kumar,INC, 2 ,Graduate Professional,53,Rajahmundry
Dr. Paladugu Chandramouli,LSP,0,Graduate Professional,69,Rajahmundry
M Murali Mohan,TDP,0,12th Pass,68,Rajahmundry
M Papi Reddy,Trilinga Praja Pragati Party, 1 ,10th Pass,29,Rajahmundry
M Ramakrishna Rao,IND,0,Graduate Professional,51,Rajahmundry
Meda Srinivas,RPC(S), 8 ,Post Graduate,29,Rajahmundry
P Ganeswara Rao,IND,0,Post Graduate,46,Rajahmundry
S Subhalakshmi,IND,0,10th Pass,44,Rajahmundry
U V Krishnam Raju,PRAP,0,Not Given,69,Rajahmundry
V Koteswara Rao,BSP,0,Graduate Professional,43,Rajahmundry
V Nageswara Rao,IND,0,Graduate Professional,46,Rajahmundry
ANNAYYAGARI SAI PRATHAP,INC,0,12th Pass,64,Rajampet
ADI NARAYANA REDDY .V,BSSP,0,Graduate Professional,40,Rajampet
ALLAPUREDDY. HARINATHA REDDY,BJP,0,Graduate Professional,69,Rajampet
ASADI VENKATADRI,IND,0,12th Pass,41,Rajampet
B. KRISHNAPPA,IND,0,10th Pass,32,Rajampet
D.A. SRINIVAS,PRAP, 1 ,Graduate Professional,36,Rajampet
DR. ARAVA. VENKATA SUBBA REDDY,PPOI,0,Not Given,38,Rajampet
HAJI MOHAMMAD AZAM,IND,0,10th Pass,82,Rajampet
INDRA PRAKASH,IND,0,Graduate Professional,32,Rajampet
KASTHURI OBAIAH NAIDU,IND,0,10th Pass,55,Rajampet
NAGESWARA RAO EDAGOTTU,LSP,0,Graduate Professional,38,Rajampet
PULA RAGHU,IND,0,10th Pass,44,Rajampet
RAMESH KUMAR REDDY REDDAPPAGARI,TDP,0,Post Graduate,44,Rajampet
SHAIK AMEEN PEERAN,ANC,0,Graduate Professional,39,Rajampet
SUNKARA SREENIVAS,BSP,0,Graduate Professional,42,Rajampet
ANJAN KUMAR YADAV,INC,0,12th Pass,47,Secunderabad
Abdus Sattar Mujahed,MUL,0,Graduate,41,Secunderabad
Ambati Krishna Murthi,IND,0,Not Given,50,Secunderabad
B. DATTATREYA,BJP,0,Graduate,61,Secunderabad
B. Gopala Krishna,IND,0,8th Pass,42,Secunderabad
Baber Ali Khan,IND,0,8th Pass,53,Secunderabad
C.V.L NARASIMHA RAO,LSP,0,Graduate Professional,54,Secunderabad
Ch.Murahari,IND,0,Not Given,49,Secunderabad
Devi Das Rao Ghodke,IND,0,Not Given,63,Secunderabad
Dr. D. SRAVAN KUMAR,PRAP,0,Doctorate,41,Secunderabad
G. Rajaiah,IND,0,Graduate,48,Secunderabad
Indad Jah,ANC,0,Not Given,64,Secunderabad
K. Srinivasa Chari,IND,0,Not Given,49,Secunderabad
Lellapalli Aseervadam,IND,0,Graduate,51,Secunderabad
M. Bhagya Matha,IND,0,10th Pass,38,Secunderabad
M. Venkatesh,BSP,0,12th Pass,32,Secunderabad
MD. ALI,TRS,0,Graduate,55,Secunderabad
MD. Osman Qureshee,Ajeya Bharat Party,0,5th Pass,35,Secunderabad
P.Damodar Reddy,PPOI,0,10th Pass,49,Secunderabad
Polishetty Ram Mohan,Samata Party,0,Graduate Professional,57,Secunderabad
S.Devaiah,TNPP,0,Graduate,59,Secunderabad
Shiraz Khan,UWF,0,12th Pass,39,Secunderabad
Srinivasa Sudhish Rambhotla,TDP,0,Graduate Professional,40,Secunderabad
K. KRUPA RANI,INC,0,Graduate Professional,47,Srikakulam
D. RAVINDRA BABU,BJP,0,Post Graduate,38,Srikakulam
K. YERRAN NAIDU,TDP,0,Graduate Professional,51,Srikakulam
NANDA PRASADA RAO,PPOI,0,Post Graduate,37,Srikakulam
T Sudhakar Rao,BSP,0,Post Graduate,57,Srikakulam
V. KALYANI,PRAP,0,Post Graduate,29,Srikakulam
Chinta Mohan,INC,0,Graduate Professional,54,Tirupati
Degala Suryanarayana,PPOI,0,Others,34,Tirupati
DHANASEKHAR GUNDLURU,RPI(A),0,12th Pass,41,Tirupati
J Venkateshwarlu,LSP,0,10th Pass,43,Tirupati
Kattamanchi Prabhakar,IND,0,Graduate Professional,40,Tirupati
N Venkataswamy,BJP,0,Doctorate,77,Tirupati
O Venkata Krishna Prasad,IND,0,Doctorate,43,Tirupati
V Varaprasada Rao,PRAP,0,Doctorate,55,Tirupati
Varla Ramaiah,TDP, 1 ,Graduate Professional,58,Tirupati
Y Munikrishnaiah,IND,0,Graduate,64,Tirupati
L Rajagopal,INC,0,Graduate Professional,45,Vijayawada
Bolisetty Haribabu,IND,0,Illiterate,46,Vijayawada
Boppa Venkateswara Rao,IND,0,Graduate,42,Vijayawada
Chanamolu Rajiv,PRAP, 3 ,Graduate Professional,43,Vijayawada
D Kishore Kumar,LSP,0,Others,59,Vijayawada
P Venkateswara Rao,IND,0,8th Pass,41,Vijayawada
RAGHAVA RAO JAKKA,PPOI,0,5th Pass,60,Vijayawada
S Krishna Murthy,IND,0,Graduate,46,Vijayawada
V Vamsi Mohan,TDP, 2 ,Post Graduate,38,Vijayawada
D. PURANDARESHWARI,INC,0,Graduate,49,Visakhapatnam
Apparao Golagana,IND,0,Graduate Professional,46,Visakhapatnam
Bandam Venkat Rao,IND,0,Graduate,32,Visakhapatnam
Bethala Kegiya Rani,BSP(AP),0,5th Pass,26,Visakhapatnam
D Bharathi,PPOI,0,Graduate,53,Visakhapatnam
D V Ramana,TNPP,0,Not Given,37,Visakhapatnam
D.V. SUBBA RAO,BJP,0,Graduate Professional,76,Visakhapatnam
I M Ahmed,BSP,0,Graduate Professional,41,Visakhapatnam
M.T. VENKATESHWARA RAO,LSP,0,Graduate Professional,42,Visakhapatnam
Ramesh Lanka,BSSP,0,Not Given,49,Visakhapatnam
Rangaraju Kalidindi,IND,0,5th Pass,46,Visakhapatnam
Yaddanapudi Ranga Rao,IND,0,Doctorate,78,Visakhapatnam
Yalamanchili Prasad,IND, 1 ,Graduate,54,Visakhapatnam
B. JHANSI,INC, 1 ,Post Graduate,45,Vizianagaram
Dutla Satya Appala Sivananda Raju,LSP,0,Not Given,34,Vizianagaram
G Chinnam Naidu,BSP,0,Post Graduate,56,Vizianagaram
K. APPALA NAIDU,TDP, 2 ,Graduate Professional,41,Vizianagaram
K. GANAPATHI RAO,PRAP,0,Graduate Professional,52,Vizianagaram
L K Jain,PPOI,0,10th Pass,60,Vizianagaram
P. SANYASI RAJU,BJP,0,Graduate Professional,51,Vizianagaram
R Venkata Sathyanarayana,BSSP,0,12th Pass,28,Vizianagaram
V Maheswar Rao,IND,0,10th Pass,35,Vizianagaram
Rajaiah Siricilla,INC,0,Graduate,55,Warangal
Ballepu Venkat Narsinga Rao,LSP,0,Graduate,37,Warangal
D. Sreedhar Rao,IND,0,Post Graduate,37,Warangal
Damera Mogili,IND,0,10th Pass,36,Warangal
Dommati Sambaiah,TDP, 4 ,Graduate,45,Warangal
Dr. Chandragiri Rajamouli,PRAP,0,Graduate Professional,49,Warangal
Dubasi Narsing,IND,0,Post Graduate,46,Warangal
Kannam Venkanna,IND,0,Graduate,32,Warangal
Krishnadhi Srilatha,IND,0,10th Pass,33,Warangal
Ontela Mondaiah,PPOI,0,Post Graduate,58,Warangal
P.Lalaiah,BSP,0,Post Graduate,65,Warangal
Pakala Devadanam,IND,0,8th Pass,74,Warangal
RAMAGALLA PARAMESHWAR,TRS,0,Graduate Professional,55,Warangal
Somaiah Ganapuram,IND,0,5th Pass,41,Warangal
Vonteri Jaipal,BJP,0,Post Graduate,63,Warangal
SURESH KUMAR SHETKAR,INC,0,Graduate,46,Zahirabad
BAGANNA,BJP,0,Others,66,Zahirabad
Basava Raj Patil,IND,0,Graduate Professional,39,Zahirabad
Benjamin Raju,IJP,0,Post Graduate,39,Zahirabad
Chitta Rajeshwar Rao,IND,0,12th Pass,45,Zahirabad
M. RAVINDRA REDDY,LSP,0,Post Graduate,39,Zahirabad
M. SHIVA KUMAR,PRAP, 2 ,5th Pass,43,Zahirabad
M.Vishnu Mudiraj,BSP,0,10th Pass,35,Zahirabad
Powar Singh Hatti Singh,IND,0,10th Pass,36,Zahirabad
SYED YOUSUF ALI,TRS, 1 ,12th Pass,54,Zahirabad
NINONG ERING,INC,0,Graduate,50,Arunachal East
DR. SAMSON BORANG,PPA,0,Graduate,33,Arunachal East
LOWANGCHA WANGLAT,Arunachal Congress,0,Graduate,66,Arunachal East
TAPIR GAO,BJP,0,Post Graduate,48,Arunachal East
TAKAM SANJOY,INC,0,Graduate,42,Arunachal West
KIREN RIJIJU,BJP,0,Graduate Professional,37,Arunachal West
SUBU KECHI,IND, 2 ,Graduate Professional,36,Arunachal West
TABA TAKU,LB,0,Graduate,25,Arunachal West
BIREN SINGH ENGTI,INC,0,Post Graduate,69,Autonomous District
DR. JAYANTA RONGPI,CPI(ML)(L),0,Post Graduate,54,Autonomous District
ELWIN TERON,Autonomous State Demand Committee,0,Post Graduate,48,Autonomous District
HIDDHINATH RONGPI,NCP,0,Graduate,45,Autonomous District
KABON TIMUNGPI,IND,0,10th Pass,56,Autonomous District
KULENDRA DAULAGUPU,BJP, 1 ,Post Graduate,36,Autonomous District
ISMAIL HUSSAIN,INC,0,Post Graduate,55,Barpeta
ABDUL KADDUS,SP,0,10th Pass,35,Barpeta
ABDUL KADER,IND,0,Graduate,41,Barpeta
ABDUS SAMAD AHMED,AUDF, 2 ,Post Graduate,41,Barpeta
ABU CHAND MAHMMAD,RPI(A),0,Others,63,Barpeta
BHADRESWAR DAS,IND,0,10th Pass,40,Barpeta
BHUPEN RAY,AGP,0,Graduate,49,Barpeta
DEWAN JOYNAL ABEDIN,IND,0,Post Graduate,65,Barpeta
DURGESWAR DEKA,CPM,0,Post Graduate,54,Barpeta
GOLAP HUSSAIN MAZUMDER,IND,0,Post Graduate,35,Barpeta
KANDARPA LAHKAR,RVNP,0,Graduate,53,Barpeta
MD. AMIR ALI,RJD,0,Post Graduate,42,Barpeta
MD. DILIR KHAN,MUL,0,Graduate,42,Barpeta
MUIJ UDDIN MAHMUD,LJP,0,Graduate Professional,52,Barpeta
BADRUDDIN AJMAL,AUDF,0,Literate,54,Dhubri
ALOK SEN,SP,0,Graduate,37,Dhubri
ANWAR HUSSAIN,INC,0,Graduate Professional,62,Dhubri
ARUN DAS,RWS,0,10th Pass,39,Dhubri
MINHAR ALI MANDAL,IND,0,Post Graduate,61,Dhubri
NUR MAHAMMAD,IND,0,Graduate Professional,61,Dhubri
SHAHJAHAN ALI,IND,0,Post Graduate,39,Dhubri
SOLEMAN ALI,IND,0,Graduate,45,Dhubri
TRIPTI KANA MAZUMDAR CHOUDHURY,IND,0,10th Pass,45,Dhubri
SRI PABAN SINGH GHATOWAR,INC,0,Graduate,61,Dibrugarh
FRANCIS DHAN,IND,0,Post Graduate,40,Dibrugarh
IMTIAZ HUSSAIN,IND,0,Graduate,31,Dibrugarh
LAKHI CHARAN SWANSI,IND,0,Literate,34,Dibrugarh
NIHARIKA BORPATRA GOHAIN GOGOI,JMM,0,Graduate,30,Dibrugarh
SIMA GHOSH,IND,0,10th Pass,40,Dibrugarh
SRI GONGARAM KAUL,CPI(ML)(L),0,Graduate,39,Dibrugarh
SRI RATUL GOGOI,CPI,0,Graduate,31,Dibrugarh
SRI ROMEN CH. BORTHAKUR,NCP,0,Graduate Professional,48,Dibrugarh
SRI SARBANANDA SONOWAL,AGP, 1 ,Graduate Professional,47,Dibrugarh
BIJOYA CHAKRAVARTY,BJP,0,Post Graduate,70,Gauhati
AKSHAY RAJKHOWA,NCP,0,12th Pass,49,Gauhati
AMBU BORA,RCPI(R),0,Others,79,Gauhati
AMIT BARUA,IND,0,Not Given,42,Gauhati
BRIJESH ROY,IND,0,8th Pass,30,Gauhati
CAPT. ROBIN BORDOLOI,INC,0,Graduate,67,Gauhati
DEEPAK KALITA,SP,0,Post Graduate,34,Gauhati
DEVA KANTA RAMCHIARY,IND,0,Graduate Professional,46,Gauhati
KAZI NEKIB AHMED,IND,0,Not Given,51,Gauhati
RINA GAYARY DAS,IND,0,Graduate,41,Gauhati
SONABOR ALI,AUDF,0,Post Graduate,58,Gauhati
BIJOY KRISHNA HANDIQUE,INC,0,Post Graduate,77,Jorhat
ABINASH KISHORE BORAH,RWS,0,10th Pass,30,Jorhat
BIREN NANDA,JMM,0,12th Pass,48,Jorhat
DRUPAD BORGOHAIN,CPI,0,Graduate,68,Jorhat
KAMAKHYA TASA,BJP,0,Post Graduate,34,Jorhat
NAVAPROKASH SONOWAL,IND,0,10th Pass,36,Jorhat
RAJ KUMAR DOWARAH,IND,0,Graduate,43,Jorhat
SUJIT SAHU,IND,0,Post Graduate,38,Jorhat
DIP GOGOI,INC,0,Graduate,57,Kaliabor
BINOD GOGOI,IND,0,Graduate,38,Kaliabor
GUNIN HAZARIKA,AGP,0,Post Graduate,61,Kaliabor
KAMAL HAZARIKA,IND,0,10th Pass,48,Kaliabor
MRIDUL BARUAH,IND, 1 ,Graduate Professional,37,Kaliabor
PAUL NAYAK,IND,0,Not Given,40,Kaliabor
PRADEEP DUTTA,IND,0,10th Pass,42,Kaliabor
SIRAJ UDDIN AJMAL,AUDF,0,12th Pass,52,Kaliabor
Lalit Mohan Suklabaidya,INC,0,Post Graduate,68,Karimganj
Bijon Roy,IND,0,12th Pass,35,Karimganj
Bijoy Malakar,IND,0,8th Pass,42,Karimganj
Debasish Das,IND,0,Graduate,36,Karimganj
Himangshu Kumar Das,IND,0,8th Pass,28,Karimganj
Joy Das,IND,0,10th Pass,37,Karimganj
Probash Chandra Sarkar,IND,0,10th Pass,36,Karimganj
Rajesh Chandra Roy,IND,0,8th Pass,29,Karimganj
Rajesh Mallah,AUDF,0,Graduate Professional,43,Karimganj
Ranjan Namasudra,IND,0,12th Pass,41,Karimganj
Sital Prasad Dusad,IND,0,5th Pass,55,Karimganj
Smt. Malati Roy,IND,0,8th Pass,42,Karimganj
SUDHANGSHU DAS,BJP,0,Graduate,41,Karimganj
Uttam Namasudra,IND,0,12th Pass,34,Karimganj
SANSUMA KHUNGGUR BWISWMUTHIARY,BPF,0,Graduate,49,Kokrajhar
SABDA RAM RABHA,AGP,0,Graduate Professional,39,Kokrajhar
URKHAO GWRA BRAHMA,IND,0,Graduate,45,Kokrajhar
RANEE NARAH,INC, 1 ,Graduate,45,Lakhimpur
ASAP SUNDIGURIA,IND,0,Post Graduate,65,Lakhimpur
BHOGESWAR DUTTA,CPI,0,Post Graduate,63,Lakhimpur
BHUMIDHAR HAZARIKA,IND,0,Graduate,38,Lakhimpur
DEBNATH MAJHI,CPI(ML)(L),0,8th Pass,30,Lakhimpur
DR. ARUN KR. SARMA,AGP,0,Doctorate,52,Lakhimpur
GANGADHAR DUTTA,SHS,0,Graduate,39,Lakhimpur
LALIT MILI,RDMP,0,Graduate,53,Lakhimpur
MINU BURAGOHAIN,SP,0,Not Given,50,Lakhimpur
PRAN JYOTI BORPATRA GOHAIN,RWS,0,12th Pass,26,Lakhimpur
PRASHANTA GOGOI,IND,0,Others,35,Lakhimpur
RABIN DEKA,IND,0,Graduate,54,Lakhimpur
RATNESWAR GOGOI,AIFB, 1 ,8th Pass,63,Lakhimpur
SONAMONI DAS,LJP,0,Post Graduate,39,Lakhimpur
RAMEN DEKA,BJP,0,Graduate,55,Mangaldoi
AROON BAROOA,IND,0,Graduate,53,Mangaldoi
BADIUJ ZAMAL,AUDF,0,12th Pass,33,Mangaldoi
BHUPENDRA NATH KAKATI,IND,0,Post Graduate,62,Mangaldoi
DINA NATH DAS,BPF,0,Post Graduate,65,Mangaldoi
LANKESWAR ACHARJYA,RDMP,0,12th Pass,45,Mangaldoi
LUCYMAI BASUMATARI,RSPS,0,Graduate Professional,58,Mangaldoi
MADHAB RAJBANGSHI,INC,0,Graduate Professional,53,Mangaldoi
MANOJ KUMAR DEKA,IND,0,Graduate Professional,55,Mangaldoi
PARVEEN SULTANA,All India Minorities Front,0,10th Pass,42,Mangaldoi
PRODEEP KUMAR DAIMARY,IND,0,Post Graduate,42,Mangaldoi
RABINDRA NATH HAZARIKA,JMM,0,Doctorate,72,Mangaldoi
RATUL KUMAR CHOUDHURY,SP,0,Graduate,38,Mangaldoi
RAJEN GOHAIN,BJP, 1 ,Graduate Professional,57,Nowgong
ANIL RAJA,INC,0,Graduate,51,Nowgong
ASHIT DUTTA,IND,0,8th Pass,47,Nowgong
BHUPEN CHANDRA MUDOI,RPI(A),0,10th Pass,55,Nowgong
BIMALA PRASAD TALUKDAR,IND, 1 ,10th Pass,46,Nowgong
BIPIN SAIKIA,RDMP,0,Graduate,55,Nowgong
BIREN DAS,RWS, 1 ,8th Pass,48,Nowgong
HERAMBA MOHAN PANDIT,IND,0,Not Given,45,Nowgong
LIAQAT HUSSAIN,LJP,0,Graduate,40,Nowgong
NAZRUL HAQUE MAZARBHUIYAN,IND,0,Post Graduate,55,Nowgong
PHEIROIJAM IBOMCHA SINGH,AIFB,0,Graduate Professional,60,Nowgong
PUSPA KANTA BORA,IND,0,8th Pass,49,Nowgong
SIRAJ UDDIN AJMAL,AUDF,0,12th Pass,52,Nowgong
Kabindra Purkayastha,BJP,0,Post Graduate,76,Silchar
Badruddin Ajmal,AUDF,0,Literate,54,Silchar
Chandan Rabi Das,IND,0,5th Pass,34,Silchar
Dipak Bhattacharjee,CPM,0,8th Pass,69,Silchar
Jayanta Mallick,IND, 1 ,Graduate,36,Silchar
Joy Sundar Das,IND,0,8th Pass,38,Silchar
Kantimoy Deb,IND,0,Graduate,60,Silchar
Manish Bhattacharjee,IND,0,10th Pass,62,Silchar
Nabadwip Das,IND,0,8th Pass,58,Silchar
Nazrul Haque Mazarbhuiyan,IND,0,Post Graduate,55,Silchar
Nogendra Chandra Das,IND,0,12th Pass,28,Silchar
Pijush Kanti Das,IND,0,8th Pass,38,Silchar
Sontosh Mohan Dev,INC,0,Graduate,75,Silchar
Subir Deb,IND,0,12th Pass,41,Silchar
Sumit Roy,IND,0,Graduate,33,Silchar
Yogendra Kumar Singh,IND,0,5th Pass,40,Silchar
JOSEPH TOPPO,AGP,0,10th Pass,60,Tezpur
ARUN KUMAR MURMOO,BVM,0,Graduate,33,Tezpur
DANIEL DAVID JESUDAS,IND, 1 ,Graduate,66,Tezpur
DEBA ORANG,AUDF,0,Illiterate,54,Tezpur
DR. PRANAB KR. DAS,IND,0,Graduate,41,Tezpur
JITEN SUNDI,CPM,0,Post Graduate,64,Tezpur
JUGANANDA HAZARIKA,SP,0,12th Pass,42,Tezpur
KALYAN KUMAR DEORI BHARALI,IND,0,Post Graduate,69,Tezpur
MD. NAZIR AHMED,IND,0,12th Pass,56,Tezpur
MONI KUMAR SUBBA,INC,0,8th Pass,51,Tezpur
PARASHMONI SINHA,JMM, 1 ,Graduate,33,Tezpur
PRASANTA BORO,IND,0,Graduate,32,Tezpur
REGINOLD V. JOHNSON,RSPS,0,10th Pass,45,Tezpur
RUBUL SARMA,CPI(ML)(L),0,Graduate,52,Tezpur
RUDRA PARAJULI,IND,0,8th Pass,52,Tezpur
PRADEEP KUMAR SINGH,BJP, 3 ,10th Pass,43,Araria
ABDUL GAFOOR,IND,0,Not Given,48,Araria
ABDUL WAHAB,IND,0,Not Given,45,Araria
AYAJUDIN,RKJP,0,Not Given,39,Araria
DINESH RATHOUR,IND, 22 ,Literate,31,Araria
DR. SHAKEEL AHMAD KHAN,INC,0,Not Given,44,Araria
KAMALI DEVI,CPI(ML)(L),0,Not Given,65,Araria
KANHAIYA KUMAR DAS,IND,0,Others,27,Araria
LAXMI SADA,IND,0,Not Given,52,Araria
MD. SAJJAD,IND, 2 ,Literate,56,Araria
MOHAMMED SAIFUR RAB,IND,0,Not Given,41,Araria
NAND LAL PASWAN,IND,0,Literate,47,Araria
NITYA NAND BISHWAS,IND,0,Literate,46,Araria
OM PRAKASH,IND,0,12th Pass,37,Araria
PRAMOD SINGH YADAV,IND,0,Post Graduate,46,Araria
PRINCE VICTOR,IND, 5 ,Graduate,39,Araria
RAJA RAMAN BHASKAR,BSP,0,Not Given,30,Araria
SADA NAND CHOUDHARY,IND,0,Graduate,50,Araria
SADHANA DEVI,IND,0,10th Pass,34,Araria
SANJAY KUMAR JHA,IND,0,Graduate,38,Araria
SATYA NARAYAN WRITER,IND, 1 ,Post Graduate,35,Araria
SUKDEO PASWAN,IND, 1 ,10th Pass,56,Araria
VIJAY SAH,IND,0,8th Pass,32,Araria
Meena Singh,JD(U),0,Graduate,44,Arrah
Ajit Prasad Mehta,JKM,0,12th Pass,43,Arrah
ArunSingh,CPI(ML)(L), 2 ,10th Pass,48,Arrah
Ashok Kumar Singh,IND,0,Post Graduate,38,Arrah
Bharat Bhushan Pandey,Akhil Bharatiya Jan Sangh,0,Doctorate,35,Arrah
Mahesh Ram,IND,0,Graduate,45,Arrah
RamadharSingh,SHS,0,8th Pass,48,Arrah
Reeta Singh,BSP, 1 ,Post Graduate,40,Arrah
SantoshKumar,RDMP,0,8th Pass,32,Arrah
Satya Narayan Yadav,RSWD,0,10th Pass,67,Arrah
Shambhu Prasad Sharma,AIFB,0,Graduate,57,Arrah
Shayad Ganaiudin Haider,ANC,0,10th Pass,42,Arrah
Sobh Nath Singh,IND,0,12th Pass,39,Arrah
Sushil Kumar Singh,JD(U), 4 ,Post Graduate,43,Aurangabad
Amerika Mahto,Shoshit Samaj Dal,0,8th Pass,48,Aurangabad
Anil Kumar Singh,RSWD,0,Graduate,36,Aurangabad
Archana Chandra,BSP,0,Not Given,32,Aurangabad
Aslam Ansari,IND,0,Graduate Professional,38,Aurangabad
Indra dev Ram,IND,0,5th Pass,58,Aurangabad
Nikhil Kumar,INC,0,Post Graduate,67,Aurangabad
Puna Das,IND,0,5th Pass,34,Aurangabad
RajendraYadav,IND,0,Not Given,42,Aurangabad
Ram Kumar Mehta,LTSD,0,Doctorate,37,Aurangabad
Ram SwarupYadav,IND,0,12th Pass,35,Aurangabad
Santosh Kumar,IND, 3 ,12th Pass,40,Aurangabad
Shakil Ahmad Khan,RJD,0,Graduate,61,Aurangabad
Uday Paswan,IND,0,8th Pass,41,Aurangabad
VijayPaswan,BSKP,0,12th Pass,48,Aurangabad
AMRESHWAR KUMAR,JGP,0,Graduate,29,Banka
ANIL KUMAR ALIAS ANIL GUPTA,JVM(P),0,8th Pass,40,Banka
ARVIND KUMAR SAH,RPP,0,Doctorate,42,Banka
C.P. SINHA,LTSD,0,Graduate,61,Banka
DAMODAR RAWAT,JD(U),0,Post Graduate,47,Banka
GRIDHARI YADAV,INC,0,Post Graduate,44,Banka
JAI PRAKESH NARAIN YADAV,RJD, 1 ,Post Graduate,55,Banka
KEDAR PRASAD SINGH,Samajwadi Janata Party (Rashtriya),0,Post Graduate,61,Banka
MAHBOOB ALAM ANSARI,BMF,0,Graduate,50,Banka
MOHD. HUMAYUN,IND,0,12th Pass,33,Banka
MUKESH KUMAR SINGH,BSP, 1 ,Graduate,45,Banka
NARAYAN RAM,IND,0,Post Graduate,45,Banka
RAJENDRA PANDIT NETAJEE,JMM, 1 ,10th Pass,57,Banka
SANJAY KUMAR,CPI,0,Post Graduate,45,Banka
VIVEKA NAND JHA,RDMP,0,Graduate,44,Banka
PUTUL KUMARI,IND,0,Post Graduate,50,Banka (Bye-election on 24-06-2010)
DR. MONAZIR HASSAN,JD(U),0,Doctorate,51,Begusarai
AMITA BHUSHAN,INC,0,Post Graduate,38,Begusarai
AMIYA KASHYAP (BIKKI),IND,0,Graduate,29,Begusarai
ANIL CHAUDHARY,LJP,0,12th Pass,54,Begusarai
ARUN KUMAR,IND,0,10th Pass,45,Begusarai
ASHOK SAH,IND,0,Others,36,Begusarai
CHANDRASHEKHAR MAHTO,BSP, 1 ,Graduate Professional,62,Begusarai
DILIP KUMAR,IND,0,10th Pass,35,Begusarai
KISHORI PRASHAD MAHTO,LTSD,0,12th Pass,56,Begusarai
NARAYAN PRASAD HISARIYA,IND, 3 ,10th Pass,57,Begusarai
NARENDRA KUMAR SINGH ALIAS BOGO SINGH,IND, 11 ,Post Graduate,42,Begusarai
RADHA RAMAN PASWAN,IND,0,Graduate Professional,61,Begusarai
RAM DAYAL BHARTI,IND,0,12th Pass,36,Begusarai
RAM NARESH PRASAD SINGH,IND,0,Graduate,60,Begusarai
RAM SAH,RPP,0,5th Pass,61,Begusarai
RAMSHRAYA NISHAD,IND,0,8th Pass,50,Begusarai
RANJEET PASWAN,IND,0,12th Pass,31,Begusarai
SAJJAN CHAUDHARY,IND,0,8th Pass,34,Begusarai
SHATRUGHAN PRASAD SINGH,CPI,0,Graduate,68,Begusarai
SYED SHAHNAWAZ HUSSAIN,BJP,0,10th Pass,40,Bhagalpur
AJIT SHARMA,BSP, 2 ,Graduate,55,Bhagalpur
AMIT KUMAR JHA,IND,0,Post Graduate,50,Bhagalpur
ANAND KUMAR JAIN,IND,0,Post Graduate,47,Bhagalpur
DAYA RAM MANDAL,BHJAP,0,Graduate,33,Bhagalpur
DEEPAK RAM,BSP(K),0,Graduate,40,Bhagalpur
DINESH YADAV,IND,0,Literate,30,Bhagalpur
